class,ax_averages,ay_averages,az_averages,gx_averages,gy_averages,gz_averages,mx_averages,my_averages,mz_averages,Cap_averages,press_averages,ax_variances,ay_variances,az_variances,gx_variances,gy_variances,gz_variances,mx_variances,my_variances,mz_variances,Cap_variances,press_variances,ax_std_deviations,ay_std_deviations,az_std_deviations,gx_std_deviations,gy_std_deviations,gz_std_deviations,mx_std_deviations,my_std_deviations,mz_std_deviations,Cap_std_deviations,press_std_deviations,ax_kurtosis,ay_kurtosis,az_kurtosis,gx_kurtosis,gy_kurtosis,gz_kurtosis,mx_kurtosis,my_kurtosis,mz_kurtosis,Cap_kurtosis,press_kurtosis,ax_skewness,ay_skewness,az_skewness,gx_skewness,gy_skewness,gz_skewness,mx_skewness,my_skewness,mz_skewness,Cap_skewness,press_skewness,times
7,-0.1353658536585366,0.057804878048780504,0.968780487804878,-0.013170731707317076,-0.0009756097560975618,-0.0012195121951219517,0.033414634146341465,0.4407317073170732,-0.06560975609756099,65.7560975609756,3.4390243902439024,0.05111548780487803,0.0038975609756097553,0.0054309756097560965,0.022232195121951216,0.3508640243902439,0.00034597560975609755,9.804878048780489e-05,0.0002569512195121956,0.0030152439024390245,673.5390243902438,26.852439024390243,0.22608734552132287,0.06243044910626348,0.07369515323110534,0.1491046448704775,0.5923377620836306,0.01860041961236621,0.009901958416788311,0.016029698048066768,0.05491123657721637,25.95263039443678,5.181933907759751,0.0387989218707121,-0.03293498843932996,0.7487407384160858,2.8323389472121234,2.8772774670449794,3.1145209189631884,0.22309745609976428,-0.22018417989416328,0.21795990061701742,-0.5618482319864233,6.824831596882742,-1.3434581319444552,1.3088947005733471,-1.532398307485411,-0.007996698056570661,-0.005244168470831523,-0.8425193165637102,-1.2400566787102347,-1.2734887117285103,1.3816405233052742,0.704694266036198,2.2967431141893773,41
7,-0.10454545454545454,0.04863636363636364,0.9743181818181816,-0.004545454545454546,0.0009090909090909098,-0.005227272727272727,0.03477272727272728,0.44340909090909086,-0.07022727272727274,75.0909090909091,4.2727272727272725,0.044211416490486266,0.0034306553911205074,0.005313477801268499,0.025830021141649045,0.3372875264270613,0.0006441331923890064,6.273784355179702e-05,0.00021834038054968335,0.0024766913319238908,779.4799154334039,54.62156448202959,0.2102651100170598,0.058571796891682494,0.07289360603831106,0.160717208604583,0.5807646050053854,0.025379779202920706,0.007920722413504782,0.0147763453042247,0.04976636747768407,27.919167527585845,7.390640329635152,1.0360152820139032,0.6982505602681992,2.7013886506746183,3.519433922447725,4.067597735408704,7.200138603144421,-0.46104779365655313,1.2771466211658313,1.20532224955257,-0.9370347915238266,1.791619574829784,-1.627938883770737,1.3971958126606356,-1.9201806763692622,0.6063148562718519,0.2836395226633377,-1.9796514303529567,-1.0987143812930373,-1.6670973790784545,1.6804609140216358,0.4655195419540954,1.7032077038107403,44
7,-0.11975609756097562,0.055365853658536586,0.9736585365853657,-0.01024390243902439,0.010243902439024387,-0.0029268292682926834,0.03512195121951219,0.4407317073170732,-0.0653658536585366,66.90243902439025,5.341463414634147,0.04620743902439024,0.00385548780487805,0.004498780487804877,0.022402439024390243,0.3444424390243902,0.0004712195121951221,7.060975609756099e-05,0.0002969512195121953,0.002685487804878049,754.040243902439,79.73048780487804,0.2149591566423497,0.06209257447455412,0.06707294900185079,0.14967444345776015,0.5868921868830682,0.021707591119125173,0.00840296115054455,0.017232272616001503,0.0518216924161885,27.45979322395635,8.92919300972255,0.6027258855801167,1.131155253064859,1.4362928551537464,3.8875752793036553,4.035228689855954,3.556343645576059,-0.3898649164435204,0.7948523971435395,0.6320001666617694,-0.5489220319611374,3.6210996535926605,-1.5198504658991183,1.593970148282692,-1.7230149826551577,0.7067130696892183,0.6761801599149864,-1.1599887824147732,-1.2362233473280495,-1.56696507162245,1.5065818654685028,0.6903136557637557,1.930497275119483,41
7,-0.08226415094339623,0.043396226415094344,0.9809433962264149,-0.013207547169811321,-0.014905660377358491,-0.0015094339622641515,0.03622641509433963,0.44018867924528304,-0.07433962264150944,68.77358490566037,3.169811320754717,0.03364477503628448,0.0026997822931785205,0.004120246734397678,0.018072206095791,0.2597370101596516,0.0003130624092888243,5.471698113207545e-05,0.00019419448476052273,0.002005805515239478,632.601596516691,29.528301886792445,0.18342512106111442,0.05195942929996942,0.06418914810462652,0.13443290555437312,0.5096440033588658,0.01769356971582683,0.007397092748646285,0.013935368124327493,0.04478622014905342,25.15157244620485,5.433995020865629,2.870793522575775,2.2697978557864933,3.0766827056857777,5.375703418570499,5.89167883433889,2.9935604108035503,0.9202776268286637,2.0290867561004196,3.435956692345132,-0.582498326021994,2.6865552058045545,-2.099069203364398,1.8807631696182265,-2.1147028468634788,0.43593927290991374,0.39626585887875926,-0.5848439869484555,-1.6265198485938508,-1.7185958484417514,2.1813564297754757,0.5838755676570818,1.8541198303773143,53
7,-0.1025,0.04886363636363637,0.9809090909090908,-0.013409090909090909,0.0,-0.001590909090909091,0.03568181818181818,0.4406818181818182,-0.06795454545454545,66.70454545454545,2.659090909090909,0.040140116279069764,0.0030335623678646936,0.004301479915433404,0.019162526427061313,0.29226976744186045,0.00033927061310782246,5.7663847780126835e-05,0.0002530126849894294,0.00228176532769556,599.8874207188161,25.25317124735729,0.20034998447484284,0.055077784703677884,0.0655856685216626,0.13842877745274396,0.5406197993431803,0.018419300016771063,0.00759367156124933,0.015906372464815143,0.04776782732860644,24.492599305072055,5.025253351559232,1.2161977670180675,1.23668910489662,2.451861637091444,3.35985873536872,3.686681014509255,2.5431650802988535,0.31452411961855775,1.4971711478922392,1.3423817285180513,-0.8325263336009963,6.948962843391987,-1.6941388694417192,1.6765583493534604,-1.91479524464911,0.15304967991996685,0.21145047599731634,-0.3399447840715745,-1.4096560560669478,-1.6784969292707193,1.7168039530185462,0.5147206999095414,2.5351847223852584,44
7,-0.09708333333333334,0.04666666666666667,0.984375,-0.015833333333333335,-0.016874999999999998,-0.001875,0.035,0.4429166666666667,-0.07125000000000001,67.89583333333333,3.75,0.039131737588652474,0.002852482269503546,0.0037740691489361712,0.01965035460992908,0.30739640957446807,0.00030066489361702133,6.808510638297873e-05,0.00020407801418439742,0.0022877659574468087,730.9889184397163,24.19148936170213,0.19781743499664653,0.053408634784120314,0.06143345301166272,0.1401797225347842,0.5544334131115007,0.01733969127801938,0.008251369970070348,0.014285587638749672,0.04783059645715082,27.03680673525844,4.918484457808333,1.713091488734353,1.5700903167187956,3.213311564580156,4.455047851628755,4.519024451910474,4.4475664151073895,-0.4374320652173904,1.945345412500509,1.9860717316806369,-0.37591947828440286,-0.06878947773950816,-1.831673429274429,1.7776881194373804,-2.1155747676999064,-0.16453536236950872,-0.13957018534947202,-0.6183210914667225,-0.9484591025379784,-1.77528110308863,1.8737849796067245,0.6769726971110314,1.0436990304982703,48
7,-0.10133333333333334,0.05155555555555555,0.9937777777777776,-0.007555555555555555,0.004222222222222223,-0.0022222222222222222,0.034444444444444444,0.4408888888888889,-0.07177777777777777,62.93333333333333,2.8666666666666667,0.03908909090909092,0.004872525252525252,0.012133131313131316,0.021891616161616164,0.3165613131313132,0.00034040404040404035,6.161616161616163e-05,0.0002764646464646465,0.0022785858585858587,631.4727272727273,47.8,0.19770961258646713,0.06980347593440639,0.11015049393049182,0.14795815679311555,0.5626378170113641,0.01845004174531972,0.007849596270902193,0.016627226060430118,0.0477345352819723,25.129121100283776,6.913754406977442,1.2488753986683858,4.865254893350672,21.376825452821592,4.023467295855971,4.102925943618692,5.874855419608359,-0.6193571370536812,1.4226340543439613,1.6945491605724867,-0.5757375816594088,7.4075382988327085,-1.6792339757551626,2.0758100634222894,3.5343673380081913,0.743059523480029,0.5351106946883266,-1.4301901426267372,-0.9883682885429083,-1.6995261496324492,1.78282472864747,0.6209364203162787,2.8393034458576785,45
7,-0.09756097560975609,0.047560975609756105,0.9802439024390244,-0.00804878048780488,0.017317073170731705,-0.0017073170731707315,0.03512195121951219,0.44243902439024385,-0.07097560975609757,67.1951219512195,5.878048780487805,0.038538902439024386,0.00286890243902439,0.0036974390243902436,0.02363109756097561,0.3673001219512195,0.0004245121951219512,9.560975609756098e-05,0.00024890243902439037,0.0023190243902439026,623.460975609756,110.15975609756097,0.19631327626786832,0.053562136244033345,0.06080657056922585,0.1537240955770292,0.6060529035911135,0.020603693725202557,0.009778024140774095,0.01577664219738758,0.04815624975269464,24.96920054006047,10.495701791569774,1.7041059507828318,1.6229940396584097,2.776314470195248,3.6812340290889893,3.7469603347414107,3.378236095779393,2.8532882933393178,2.5401837981869524,1.885017418000079,-0.9531179795269655,3.31807190724698,-1.8344890525032285,1.7880491503072955,-2.0142979579318556,0.0929003597964756,0.1254422162333435,-0.2999531460423068,0.4702098950333122,-1.9907709516425574,1.8534517006394537,0.4831995097151209,2.044573129477458,41
7,-0.07843137254901959,0.039607843137254906,0.981764705882353,-0.011372549019607842,-0.011960784313725492,-0.000980392156862745,0.032745098039215687,0.44196078431372554,-0.07372549019607844,67.43137254901961,8.137254901960784,0.03502949019607844,0.0028758431372549013,0.0037588235294117654,0.020392078431372543,0.29906007843137256,0.00044101960784313733,5.231372549019609e-05,0.00022807843137254903,0.002063843137254902,676.4101960784313,172.60078431372548,0.1871616686078601,0.05362688819291029,0.06130924505661251,0.14280083484130107,0.5468638573094519,0.02100046684821881,0.007232822788524276,0.015102265769497934,0.04542954035927396,26.00788718982054,13.137761769560502,2.8563863324554313,2.4837767877627344,3.0586073202011135,6.043967908648165,7.193030965243992,4.912073076938917,-0.9373485777993436,2.9113857549125473,2.8589335276114736,-0.9523090336314244,4.098313905832153,-2.089381876940397,1.536183951272087,-2.124195550023819,-0.16394610781652363,-0.19256224022505924,-0.2834124708295516,-0.47290425064047786,-2.015254007115997,2.076085890425427,0.5028176879540558,2.110480841709443,51
7,-0.0005714285714285715,0.02,1.0105714285714285,-0.01,-0.0005714285714285715,-0.0005714285714285715,0.037428571428571436,0.4488571428571428,-0.09514285714285714,69.97142857142858,2.1142857142857143,5.546218487394959e-06,0.0,5.546218487394967e-06,0.0,1.1428571428571429e-05,1.1428571428571427e-05,1.9663865546218494e-05,1.0420168067226908e-05,3.159663865546223e-05,1509.087394957983,22.633613445378153,0.002355041079768028,0.0,0.00235504107976803,0.0,0.0033806170189140663,0.0033806170189140663,0.0044343957363116,0.003228028510906759,0.0056210887428915605,38.84697407724291,4.757479736728066,14.752066115702487,0.0,14.752066115703453,0.0,35.00000000000002,6.442596925133693,-0.6934731934731846,4.689332844574502,-0.8157100086423346,4.253946973570866,5.7931979430460805,-3.9888643449330825,0.0,3.988864344933255,0.0,-5.916079783099619,-1.0716962708689812,-1.1617175051228188,-2.534617694414245,-0.4679806793230028,1.4971920708360056,2.531984079341882,35
